#BaseShapeInfo
Story,3
Zlebe,0,300,600,900
#MassCenter
MC   ,1,750,600
MC   ,2,750,600
MC   ,3,750,600

#Resp_Result
質点数, 3, 出力時間刻み(s), 0.01, ダンパー数, 0,出力単位, cm-rad,基礎変位含まない
Time(s),DX_1,DY_1,θZ_1,AX_1,AY_1,AX_2,DX_2,AY_2,DY_2,AθZ_2,DθZ_2,AX_3,DX_3,AY_3,DY_3,AθZ_3,DθZ_3,AX_R,DX_R,AY_R,DY_R,AθZ_R,DθZ_R,Extra_1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,-1.179088487e-7,0,0,0,0,0,-1.275170887e-7,0,0,0,0,0,-1.261591910e-7,0,0,0,0,0
0.02,0,0,0,0,0,0,-7.584763840e-7,0,0,0,0,0,-8.405830459e-7,0,0,0,0,0,-8.304275313e-7,0,0,0,0,0
0.03,0,0,0,0,0,0,-0.000004253,0,0,0,0,0,-0.000005061,0,0,0,0,0,-0.000005016,0,0,0,0,0
0.04,0,0,0,0,0,0,-0.000007747,0,0,0,0,0,-0.000009281,0,0,0,0,0,-0.000009202,0,0,0,0,0
0.05,0,0,0,0,0,0,-0.00001705,0,0,0,0,0,-0.000021521,0,0,0,0,0,-0.000021487,0,0,0,0,0
0.06,0,0,0,0,0,0,-0.000026353,0,0,0,0,0,-0.000033761,0,0,0,0,0,-0.000033772,0,0,0,0,0
0.07,0,0,0,0,0,0,-0.000041275,0,0,0,0,0,-0.000055749,0,0,0,0,0,-0.000056424,0,0,0,0,0
0.08,0,0,0,0,0,0,-0.000056198,0,0,0,0,0,-0.000077737,0,0,0,0,0,-0.000079076,0,0,0,0,0
0.09,0,0,0,0,0,0,-0.000078405,0,0,0,0,0,-0.000113002,0,0,0,0,0,-0.000116686,0,0,0,0,0
0.1,0,0,0,0,0,0,-0.000100612,0,0,0,0,0,-0.000148267,0,0,0,0,0,-0.000154297,0,0,0,0,0
0.11,0,0,0,0,0,0,-0.000152321,0,0,0,0,0,-0.000224459,0,0,0,0,0,-0.000235706,0,0,0,0,0
0.12,0,0,0,0,0,0,-0.00020403,0,0,0,0,0,-0.00030065,0,0,0,0,0,-0.000317116,0,0,0,0,0
0.13,0,0,0,0,0,0,-0.000307565,0,0,0,0,0,-0.000452825,0,0,0,0,0,-0.000479348,0,0,0,0,0
0.14,0,0,0,0,0,0,-0.000411101,0,0,0,0,0,-0.000605,0,0,0,0,0,-0.00064158,0,0,0,0,0
0.15,0,0,0,0,0,0,-0.000568051,0,0,0,0,0,-0.000850892,0,0,0,0,0,-0.000907362,0,0,0,0,0
0.16,0,0,0,0,0,0,-0.000725001,0,0,0,0,0,-0.001096784,0,0,0,0,0,-0.001173145,0,0,0,0,0
0.17,0,0,0,0,0,0,-0.000968072,0,0,0,0,0,-0.001488481,0,0,0,0,0,-0.001603171,0,0,0,0,0
0.18,0,0,0,0,0,0,-0.001211143,0,0,0,0,0,-0.001880178,0,0,0,0,0,-0.002033197,0,0,0,0,0
0.19,0,0,0,0,0,0,-0.001560314,0,0,0,0,0,-0.002462078,0,0,0,0,0,-0.002683922,0,0,0,0,0
0.2,0,0,0,0,0,0,-0.001909484,0,0,0,0,0,-0.003043978,0,0,0,0,0,-0.003334646,0,0,0,0,0
0.21,0,0,0,0,0,0,-0.002329008,0,0,0,0,0,-0.00379743,0,0,0,0,0,-0.004203742,0,0,0,0,0
0.22,0,0,0,0,0,0,-0.002748533,0,0,0,0,0,-0.004550883,0,0,0,0,0,-0.005072839,0,0,0,0,0
0.23,0,0,0,0,0,0,-0.003225092,0,0,0,0,0,-0.005464494,0,0,0,0,0,-0.006166057,0,0,0,0,0
0.24,0,0,0,0,0,0,-0.003701652,0,0,0,0,0,-0.006378105,0,0,0,0,0,-0.007259276,0,0,0,0,0
0.25,0,0,0,0,0,0,-0.004219118,0,0,0,0,0,-0.007425946,0,0,0,0,0,-0.008562105,0,0,0,0,0
0.26,0,0,0,0,0,0,-0.004736584,0,0,0,0,0,-0.008473788,0,0,0,0,0,-0.009864934,0,0,0,0,0
0.27,0,0,0,0,0,0,-0.005246579,0,0,0,0,0,-0.009583396,0,0,0,0,0,-0.011306438,0,0,0,0,0
0.28,0,0,0,0,0,0,-0.005756574,0,0,0,0,0,-0.010693004,0,0,0,0,0,-0.012747943,0,0,0,0,0
0.29,0,0,0,0,0,0,-0.006136329,0,0,0,0,0,-0.011687942,0,0,0,0,0,-0.014141271,0,0,0,0,0
0.3,0,0,0,0,0,0,-0.006516084,0,0,0,0,0,-0.01268288,0,0,0,0,0,-0.015534599,0,0,0,0,0
0.31,0,0,0,0,0,0,-0.006595474,0,0,0,0,0,-0.013291254,0,0,0,0,0,-0.01658114,0,0,0,0,0
0.32,0,0,0,0,0,0,-0.006674865,0,0,0,0,0,-0.013899629,0,0,0,0,0,-0.017627681,0,0,0,0,0
0.33,0,0,0,0,0,0,-0.006546391,0,0,0,0,0,-0.014105709,0,0,0,0,0,-0.018256743,0,0,0,0,0
0.34,0,0,0,0,0,0,-0.006417918,0,0,0,0,0,-0.014311789,0,0,0,0,0,-0.018885804,0,0,0,0,0
0.35,0,0,0,0,0,0,-0.00626968,0,0,0,0,0,-0.014263996,0,0,0,0,0,-0.019163642,0,0,0,0,0
0.36,0,0,0,0,0,0,-0.006121441,0,0,0,0,0,-0.014216202,0,0,0,0,0,-0.019441479,0,0,0,0,0
0.37,0,0,0,0,0,0,-0.00590874,0,0,0,0,0,-0.013886764,0,0,0,0,0,-0.019263483,0,0,0,0,0
0.38,0,0,0,0,0,0,-0.005696039,0,0,0,0,0,-0.013557326,0,0,0,0,0,-0.019085487,0,0,0,0,0
0.39,0,0,0,0,0,0,-0.005454667,0,0,0,0,0,-0.013017936,0,0,0,0,0,-0.018482111,0,0,0,0,0
0.4,0,0,0,0,0,0,-0.005213295,0,0,0,0,0,-0.012478547,0,0,0,0,0,-0.017878736,0,0,0,0,0
0.41,0,0,0,0,0,0,-0.00502999,0,0,0,0,0,-0.011875868,0,0,0,0,0,-0.016999442,0,0,0,0,0
0.42,0,0,0,0,0,0,-0.004846685,0,0,0,0,0,-0.01127319,0,0,0,0,0,-0.016120148,0,0,0,0,0
0.43,0,0,0,0,0,0,-0.004719263,0,0,0,0,0,-0.010677405,0,0,0,0,0,-0.015082105,0,0,0,0,0
0.44,0,0,0,0,0,0,-0.004591841,0,0,0,0,0,-0.01008162,0,0,0,0,0,-0.014044062,0,0,0,0,0
0.45,0,0,0,0,0,0,-0.004398976,0,0,0,0,0,-0.009416321,0,0,0,0,0,-0.012852786,0,0,0,0,0
0.46,0,0,0,0,0,0,-0.004206111,0,0,0,0,0,-0.008751023,0,0,0,0,0,-0.01166151,0,0,0,0,0
0.47,0,0,0,0,0,0,-0.003362057,0,0,0,0,0,-0.007342821,0,0,0,0,0,-0.009739867,0,0,0,0,0
0.48,0,0,0,0,0,0,-0.002518003,0,0,0,0,0,-0.005934619,0,0,0,0,0,-0.007818223,0,0,0,0,0
0.49,0,0,0,0,0,0,-0.000501202,0,0,0,0,0,-0.002969747,0,0,0,0,0,-0.00440973,0,0,0,0,0
0.5,0,0,0,0,0,0,0.001515599,0,0,0,0,0,-0.000004875,0,0,0,0,0,-0.001001237,0,0,0,0,0
0.51,0,0,0,0,0,0,0.004361068,0,0,0,0,0,0.004493327,0,0,0,0,0,0.003935179,0,0,0,0,0
0.52,0,0,0,0,0,0,0.007206536,0,0,0,0,0,0.008991529,0,0,0,0,0,0.008871596,0,0,0,0,0
0.53,0,0,0,0,0,0,0.010021425,0,0,0,0,0,0.014221854,0,0,0,0,0,0.014738622,0,0,0,0,0
0.54,0,0,0,0,0,0,0.012836313,0,0,0,0,0,0.019452179,0,0,0,0,0,0.020605649,0,0,0,0,0
0.55,0,0,0,0,0,0,0.015369973,0,0,0,0,0,0.024936223,0,0,0,0,0,0.027154547,0,0,0,0,0
0.56,0,0,0,0,0,0,0.017903633,0,0,0,0,0,0.030420267,0,0,0,0,0,0.033703444,0,0,0,0,0
0.57,0,0,0,0,0,0,0.020788324,0,0,0,0,0,0.036576537,0,0,0,0,0,0.04145538,0,0,0,0,0
0.58,0,0,0,0,0,0,0.023673015,0,0,0,0,0,0.042732807,0,0,0,0,0,0.049207316,0,0,0,0,0
0.59,0,0,0,0,0,0,0.027614383,0,0,0,0,0,0.050323826,0,0,0,0,0,0.058864161,0,0,0,0,0
0.6,0,0,0,0,0,0,0.031555751,0,0,0,0,0,0.057914845,0,0,0,0,0,0.068521005,0,0,0,0,0
0.61,0,0,0,0,0,0,0.036413754,0,0,0,0,0,0.067030038,0,0,0,0,0,0.080055747,0,0,0,0,0
0.62,0,0,0,0,0,0,0.041271756,0,0,0,0,0,0.076145231,0,0,0,0,0,0.091590488,0,0,0,0,0
0.63,0,0,0,0,0,0,0.04633935,0,0,0,0,0,0.086173228,0,0,0,0,0,0.104336462,0,0,0,0,0
0.64,0,0,0,0,0,0,0.051406944,0,0,0,0,0,0.096201226,0,0,0,0,0,0.117082437,0,0,0,0,0
0.65,0,0,0,0,0,0,0.056462347,0,0,0,0,0,0.106786351,0,0,0,0,0,0.130688704,0,0,0,0,0
0.66,0,0,0,0,0,0,0.061517751,0,0,0,0,0,0.117371476,0,0,0,0,0,0.14429497,0,0,0,0,0
0.67,0,0,0,0,0,0,0.066402221,0,0,0,0,0,0.128089148,0,0,0,0,0,0.158330278,0,0,0,0,0
0.68,0,0,0,0,0,0,0.07128669,0,0,0,0,0,0.138806819,0,0,0,0,0,0.172365585,0,0,0,0,0
0.69,0,0,0,0,0,0,0.07533542,0,0,0,0,0,0.1485869,0,0,0,0,0,0.185693534,0,0,0,0,0
0.7,0,0,0,0,0,0,0.07938415,0,0,0,0,0,0.15836698,0,0,0,0,0,0.199021483,0,0,0,0,0
0.71,0,0,0,0,0,0,0.08220366,0,0,0,0,0,0.166280799,0,0,0,0,0,0.210545434,0,0,0,0,0
0.72,0,0,0,0,0,0,0.085023171,0,0,0,0,0,0.174194619,0,0,0,0,0,0.222069385,0,0,0,0,0
0.73,0,0,0,0,0,0,0.08713741,0,0,0,0,0,0.180342866,0,0,0,0,0,0.231584027,0,0,0,0,0
0.74,0,0,0,0,0,0,0.08925165,0,0,0,0,0,0.186491113,0,0,0,0,0,0.241098669,0,0,0,0,0
0.75,0,0,0,0,0,0,0.091532696,0,0,0,0,0,0.191702319,0,0,0,0,0,0.249042796,0,0,0,0,0
0.76,0,0,0,0,0,0,0.093813742,0,0,0,0,0,0.196913526,0,0,0,0,0,0.256986924,0,0,0,0,0
0.77,0,0,0,0,0,0,0.09692607,0,0,0,0,0,0.202222126,0,0,0,0,0,0.264084977,0,0,0,0,0
0.78,0,0,0,0,0,0,0.100038398,0,0,0,0,0,0.207530727,0,0,0,0,0,0.271183031,0,0,0,0,0
0.79,0,0,0,0,0,0,0.104517349,0,0,0,0,0,0.214125038,0,0,0,0,0,0.278564879,0,0,0,0,0
0.8,0,0,0,0,0,0,0.1089963,0,0,0,0,0,0.220719348,0,0,0,0,0,0.285946727,0,0,0,0,0
0.81,0,0,0,0,0,0,0.114549552,0,0,0,0,0,0.228971484,0,0,0,0,0,0.294271416,0,0,0,0,0
0.82,0,0,0,0,0,0,0.120102804,0,0,0,0,0,0.23722362,0,0,0,0,0,0.302596105,0,0,0,0,0
0.83,0,0,0,0,0,0,0.126151854,0,0,0,0,0,0.246947611,0,0,0,0,0,0.312257774,0,0,0,0,0
0.84,0,0,0,0,0,0,0.132200905,0,0,0,0,0,0.256671602,0,0,0,0,0,0.321919442,0,0,0,0,0
0.85,0,0,0,0,0,0,0.138392089,0,0,0,0,0,0.267586236,0,0,0,0,0,0.333307425,0,0,0,0,0
0.86,0,0,0,0,0,0,0.144583273,0,0,0,0,0,0.27850087,0,0,0,0,0,0.344695408,0,0,0,0,0
0.87,0,0,0,0,0,0,0.149613921,0,0,0,0,0,0.288978922,0,0,0,0,0,0.356722382,0,0,0,0,0
0.88,0,0,0,0,0,0,0.15464457,0,0,0,0,0,0.299456974,0,0,0,0,0,0.368749357,0,0,0,0,0
0.89,0,0,0,0,0,0,0.159071998,0,0,0,0,0,0.309553027,0,0,0,0,0,0.381664021,0,0,0,0,0
0.9,0,0,0,0,0,0,0.163499425,0,0,0,0,0,0.31964908,0,0,0,0,0,0.394578685,0,0,0,0,0
0.91,0,0,0,0,0,0,0.170408803,0,0,0,0,0,0.332600509,0,0,0,0,0,0.411361413,0,0,0,0,0
0.92,0,0,0,0,0,0,0.17731818,0,0,0,0,0,0.345551939,0,0,0,0,0,0.428144142,0,0,0,0,0
0.93,0,0,0,0,0,0,0.187590164,0,0,0,0,0,0.363199366,0,0,0,0,0,0.450208108,0,0,0,0,0
0.94,0,0,0,0,0,0,0.197862148,0,0,0,0,0,0.380846793,0,0,0,0,0,0.472272073,0,0,0,0,0
0.95,0,0,0,0,0,0,0.209563205,0,0,0,0,0,0.402058605,0,0,0,0,0,0.498338149,0,0,0,0,0
0.96,0,0,0,0,0,0,0.221264262,0,0,0,0,0,0.423270418,0,0,0,0,0,0.524404225,0,0,0,0,0
0.97,0,0,0,0,0,0,0.233451287,0,0,0,0,0,0.447159484,0,0,0,0,0,0.553805728,0,0,0,0,0
0.98,0,0,0,0,0,0,0.245638312,0,0,0,0,0,0.471048549,0,0,0,0,0,0.583207231,0,0,0,0,0
0.99,0,0,0,0,0,0,0.259024643,0,0,0,0,0,0.498021286,0,0,0,0,0,0.616672038,0,0,0,0,0
1,0,0,0,0,0,0,0.272410975,0,0,0,0,0,0.524994024,0,0,0,0,0,0.650136845,0,0,0,0,0
1.01,0,0,0,0,0,0,0.286565713,0,0,0,0,0,0.554241154,0,0,0,0,0,0.687063532,0,0,0,0,0
1.02,0,0,0,0,0,0,0.300720452,0,0,0,0,0,0.583488285,0,0,0,0,0,0.723990219,0,0,0,0,0
1.03,0,0,0,0,0,0,0.31327714,0,0,0,0,0,0.611841896,0,0,0,0,0,0.761243374,0,0,0,0,0
1.04,0,0,0,0,0,0,0.325833829,0,0,0,0,0,0.640195507,0,0,0,0,0,0.798496528,0,0,0,0,0
1.05,0,0,0,0,0,0,0.333441798,0,0,0,0,0,0.662606806,0,0,0,0,0,0.830785658,0,0,0,0,0
1.06,0,0,0,0,0,0,0.341049766,0,0,0,0,0,0.685018105,0,0,0,0,0,0.863074788,0,0,0,0,0
1.07,0,0,0,0,0,0,0.338587113,0,0,0,0,0,0.693342925,0,0,0,0,0,0.881549035,0,0,0,0,0
1.08,0,0,0,0,0,0,0.336124459,0,0,0,0,0,0.701667744,0,0,0,0,0,0.900023282,0,0,0,0,0
1.09,0,0,0,0,0,0,0.31868361,0,0,0,0,0,0.686546441,0,0,0,0,0,0.893870527,0,0,0,0,0
1.1,0,0,0,0,0,0,0.30124276,0,0,0,0,0,0.671425139,0,0,0,0,0,0.887717772,0,0,0,0,0
1.11,0,0,0,0,0,0,0.269956361,0,0,0,0,0,0.629474296,0,0,0,0,0,0.851036013,0,0,0,0,0
1.12,0,0,0,0,0,0,0.238669962,0,0,0,0,0,0.587523453,0,0,0,0,0,0.814354253,0,0,0,0,0
1.13,0,0,0,0,0,0,0.1994257,0,0,0,0,0,0.522357633,0,0,0,0,0,0.747323322,0,0,0,0,0
1.14,0,0,0,0,0,0,0.160181439,0,0,0,0,0,0.457191814,0,0,0,0,0,0.680292391,0,0,0,0,0
1.15,0,0,0,0,0,0,0.118064336,0,0,0,0,0,0.374855381,0,0,0,0,0,0.585646169,0,0,0,0,0
1.16,0,0,0,0,0,0,0.075947234,0,0,0,0,0,0.292518949,0,0,0,0,0,0.490999947,0,0,0,0,0
1.17,0,0,0,0,0,0,0.033931464,0,0,0,0,0,0.199389655,0,0,0,0,0,0.373351482,0,0,0,0,0
1.18,0,0,0,0,0,0,-0.008084306,0,0,0,0,0,0.10626036,0,0,0,0,0,0.255703018,0,0,0,0,0
1.19,0,0,0,0,0,0,-0.046872674,0,0,0,0,0,0.010212062,0,0,0,0,0,0.123615506,0,0,0,0,0
1.2,0,0,0,0,0,0,-0.085661042,0,0,0,0,0,-0.085836236,0,0,0,0,0,-0.008472005,0,0,0,0,0
1.21,0,0,0,0,0,0,-0.11718585,0,0,0,0,0,-0.1751979,0,0,0,0,0,-0.142197806,0,0,0,0,0
1.22,0,0,0,0,0,0,-0.148710657,0,0,0,0,0,-0.264559564,0,0,0,0,0,-0.275923606,0,0,0,0,0
1.23,0,0,0,0,0,0,-0.171674658,0,0,0,0,0,-0.340255062,0,0,0,0,0,-0.399150328,0,0,0,0,0
1.24,0,0,0,0,0,0,-0.194638659,0,0,0,0,0,-0.415950561,0,0,0,0,0,-0.522377049,0,0,0,0,0
1.25,0,0,0,0,0,0,-0.21062428,0,0,0,0,0,-0.474996276,0,0,0,0,0,-0.625951254,0,0,0,0,0
1.26,0,0,0,0,0,0,-0.226609901,0,0,0,0,0,-0.534041991,0,0,0,0,0,-0.729525459,0,0,0,0,0
1.27,0,0,0,0,0,0,-0.237178569,0,0,0,0,0,-0.575269642,0,0,0,0,0,-0.806410864,0,0,0,0,0
1.28,0,0,0,0,0,0,-0.247747238,0,0,0,0,0,-0.616497292,0,0,0,0,0,-0.883296268,0,0,0,0,0
1.29,0,0,0,0,0,0,-0.252683426,0,0,0,0,0,-0.638504543,0,0,0,0,0,-0.927834039,0,0,0,0,0
1.3,0,0,0,0,0,0,-0.257619615,0,0,0,0,0,-0.660511795,0,0,0,0,0,-0.972371811,0,0,0,0,0
1.31,0,0,0,0,0,0,-0.252614124,0,0,0,0,0,-0.658121767,0,0,0,0,0,-0.977534302,0,0,0,0,0
1.32,0,0,0,0,0,0,-0.247608633,0,0,0,0,0,-0.65573174,0,0,0,0,0,-0.982696793,0,0,0,0,0
1.33,0,0,0,0,0,0,-0.229412938,0,0,0,0,0,-0.624349875,0,0,0,0,0,-0.944275946,0,0,0,0,0
1.34,0,0,0,0,0,0,-0.211217244,0,0,0,0,0,-0.59296801,0,0,0,0,0,-0.905855099,0,0,0,0,0
1.35,0,0,0,0,0,0,-0.182116245,0,0,0,0,0,-0.534119945,0,0,0,0,0,-0.827019239,0,0,0,0,0
1.36,0,0,0,0,0,0,-0.153015246,0,0,0,0,0,-0.475271881,0,0,0,0,0,-0.748183378,0,0,0,0,0
1.37,0,0,0,0,0,0,-0.114257393,0,0,0,0,0,-0.391031396,0,0,0,0,0,-0.633086079,0,0,0,0,0
1.38,0,0,0,0,0,0,-0.07549954,0,0,0,0,0,-0.306790911,0,0,0,0,0,-0.51798878,0,0,0,0,0
1.39,0,0,0,0,0,0,-0.02723382,0,0,0,0,0,-0.199337419,0,0,0,0,0,-0.371037006,0,0,0,0,0
1.4,0,0,0,0,0,0,0.021031899,0,0,0,0,0,-0.091883927,0,0,0,0,0,-0.224085232,0,0,0,0,0
1.41,0,0,0,0,0,0,0.074654903,0,0,0,0,0,0.031406917,0,0,0,0,0,-0.054862019,0,0,0,0,0
1.42,0,0,0,0,0,0,0.128277906,0,0,0,0,0,0.154697762,0,0,0,0,0,0.114361194,0,0,0,0,0
1.43,0,0,0,0,0,0,0.183887853,0,0,0,0,0,0.286033612,0,0,0,0,0,0.295834967,0,0,0,0,0
1.44,0,0,0,0,0,0,0.2394978,0,0,0,0,0,0.417369462,0,0,0,0,0,0.477308741,0,0,0,0,0
1.45,0,0,0,0,0,0,0.296553495,0,0,0,0,0,0.551706969,0,0,0,0,0,0.663483891,0,0,0,0,0
1.46,0,0,0,0,0,0,0.35360919,0,0,0,0,0,0.686044475,0,0,0,0,0,0.849659042,0,0,0,0,0
1.47,0,0,0,0,0,0,0.410163559,0,0,0,0,0,0.817648348,0,0,0,0,0,1.032058961,0,0,0,0,0
1.48,0,0,0,0,0,0,0.466717928,0,0,0,0,0,0.94925222,0,0,0,0,0,1.21445888,0,0,0,0,0
1.49,0,0,0,0,0,0,0.520657655,0,0,0,0,0,1.07294314,0,0,0,0,0,1.385268765,0,0,0,0,0
1.5,0,0,0,0,0,0,0.574597383,0,0,0,0,0,1.19663406,0,0,0,0,0,1.55607865,0,0,0,0,0
1.51,0,0,0,0,0,0,0.626551092,0,0,0,0,0,1.31107191,0,0,0,0,0,1.7117306,0,0,0,0,0
1.52,0,0,0,0,0,0,0.678504802,0,0,0,0,0,1.42550976,0,0,0,0,0,1.86738255,0,0,0,0,0
1.53,0,0,0,0,0,0,0.731648204,0,0,0,0,0,1.53377539,0,0,0,0,0,2.00943289,0,0,0,0,0
1.54,0,0,0,0,0,0,0.784791605,0,0,0,0,0,1.64204102,0,0,0,0,0,2.15148323,0,0,0,0,0
1.55,0,0,0,0,0,0,0.838728041,0,0,0,0,0,1.74517155,0,0,0,0,0,2.280618495,0,0,0,0,0
1.56,0,0,0,0,0,0,0.892664476,0,0,0,0,0,1.84830208,0,0,0,0,0,2.40975376,0,0,0,0,0
1.57,0,0,0,0,0,0,0.938926156,0,0,0,0,0,1.93838518,0,0,0,0,0,2.519226315,0,0,0,0,0
1.58,0,0,0,0,0,0,0.985187835,0,0,0,0,0,2.02846828,0,0,0,0,0,2.62869887,0,0,0,0,0
1.59,0,0,0,0,0,0,1.014667243,0,0,0,0,0,2.093998455,0,0,0,0,0,2.7090865,0,0,0,0,0
1.6,0,0,0,0,0,0,1.04414665,0,0,0,0,0,2.15952863,0,0,0,0,0,2.78947413,0,0,0,0,0
1.61,0,0,0,0,0,0,1.052238515,0,0,0,0,0,2.19107033,0,0,0,0,0,2.832826855,0,0,0,0,0
1.62,0,0,0,0,0,0,1.06033038,0,0,0,0,0,2.22261203,0,0,0,0,0,2.87617958,0,0,0,0,0
1.63,0,0,0,0,0,0,1.045717155,0,0,0,0,0,2.21350653,0,0,0,0,0,2.87540595,0,0,0,0,0
1.64,0,0,0,0,0,0,1.03110393,0,0,0,0,0,2.20440103,0,0,0,0,0,2.87463232,0,0,0,0,0
1.65,0,0,0,0,0,0,0.998623157,0,0,0,0,0,2.15596686,0,0,0,0,0,2.828364725,0,0,0,0,0
1.66,0,0,0,0,0,0,0.966142384,0,0,0,0,0,2.10753269,0,0,0,0,0,2.78209713,0,0,0,0,0
1.67,0,0,0,0,0,0,0.924124317,0,0,0,0,0,2.028372075,0,0,0,0,0,2.694902665,0,0,0,0,0
1.68,0,0,0,0,0,0,0.882106249,0,0,0,0,0,1.94921146,0,0,0,0,0,2.6077082,0,0,0,0,0
1.69,0,0,0,0,0,0,0.835847447,0,0,0,0,0,1.84850549,0,0,0,0,0,2.485310545,0,0,0,0,0
1.7,0,0,0,0,0,0,0.789588646,0,0,0,0,0,1.74779952,0,0,0,0,0,2.36291289,0,0,0,0,0
1.71,0,0,0,0,0,0,0.743245103,0,0,0,0,0,1.63560162,0,0,0,0,0,2.214322835,0,0,0,0,0
1.72,0,0,0,0,0,0,0.69690156,0,0,0,0,0,1.52340372,0,0,0,0,0,2.06573278,0,0,0,0,0
1.73,0,0,0,0,0,0,0.651551843,0,0,0,0,0,1.406960885,0,0,0,0,0,1.90039162,0,0,0,0,0
1.74,0,0,0,0,0,0,0.606202126,0,0,0,0,0,1.29051805,0,0,0,0,0,1.73505046,0,0,0,0,0
1.75,0,0,0,0,0,0,0.557711407,0,0,0,0,0,1.170081505,0,0,0,0,0,1.558255175,0,0,0,0,0
1.76,0,0,0,0,0,0,0.509220688,0,0,0,0,0,1.04964496,0,0,0,0,0,1.38145989,0,0,0,0,0
1.77,0,0,0,0,0,0,0.460219928,0,0,0,0,0,0.930489883,0,0,0,0,0,1.20472107,0,0,0,0,0
1.78,0,0,0,0,0,0,0.411219168,0,0,0,0,0,0.811334807,0,0,0,0,0,1.02798225,0,0,0,0,0
1.79,0,0,0,0,0,0,0.372106205,0,0,0,0,0,0.707579646,0,0,0,0,0,0.87090359,0,0,0,0,0
1.8,0,0,0,0,0,0,0.332993242,0,0,0,0,0,0.603824485,0,0,0,0,0,0.713824929,0,0,0,0,0
1.81,0,0,0,0,0,0,0.305211532,0,0,0,0,0,0.522095179,0,0,0,0,0,0.587195049,0,0,0,0,0
1.82,0,0,0,0,0,0,0.277429823,0,0,0,0,0,0.440365873,0,0,0,0,0,0.460565168,0,0,0,0,0
1.83,0,0,0,0,0,0,0.2500342,0,0,0,0,0,0.372509849,0,0,0,0,0,0.359490003,0,0,0,0,0
1.84,0,0,0,0,0,0,0.222638577,0,0,0,0,0,0.304653825,0,0,0,0,0,0.258414838,0,0,0,0,0
1.85,0,0,0,0,0,0,0.185978014,0,0,0,0,0,0.238643844,0,0,0,0,0,0.172848647,0,0,0,0,0
1.86,0,0,0,0,0,0,0.14931745,0,0,0,0,0,0.172633863,0,0,0,0,0,0.087282457,0,0,0,0,0
1.87,0,0,0,0,0,0,0.104680416,0,0,0,0,0,0.104190017,0,0,0,0,0,0.012329457,0,0,0,0,0
1.88,0,0,0,0,0,0,0.060043382,0,0,0,0,0,0.03574617,0,0,0,0,0,-0.062623543,0,0,0,0,0
1.89,0,0,0,0,0,0,0.010644417,0,0,0,0,0,-0.037322805,0,0,0,0,0,-0.132936463,0,0,0,0,0
1.9,0,0,0,0,0,0,-0.038754547,0,0,0,0,0,-0.110391781,0,0,0,0,0,-0.203249384,0,0,0,0,0
1.91,0,0,0,0,0,0,-0.097809674,0,0,0,0,0,-0.19803293,0,0,0,0,0,-0.284765301,0,0,0,0,0
1.92,0,0,0,0,0,0,-0.156864802,0,0,0,0,0,-0.285674079,0,0,0,0,0,-0.366281218,0,0,0,0,0
1.93,0,0,0,0,0,0,-0.224648056,0,0,0,0,0,-0.391740698,0,0,0,0,0,-0.469461887,0,0,0,0,0
1.94,0,0,0,0,0,0,-0.292431311,0,0,0,0,0,-0.497807318,0,0,0,0,0,-0.572642556,0,0,0,0,0
1.95,0,0,0,0,0,0,-0.350069532,0,0,0,0,0,-0.603863331,0,0,0,0,0,-0.685382936,0,0,0,0,0
1.96,0,0,0,0,0,0,-0.407707753,0,0,0,0,0,-0.709919344,0,0,0,0,0,-0.798123316,0,0,0,0,0
1.97,0,0,0,0,0,0,-0.437172132,0,0,0,0,0,-0.790700633,0,0,0,0,0,-0.899355783,0,0,0,0,0
1.98,0,0,0,0,0,0,-0.46663651,0,0,0,0,0,-0.871481921,0,0,0,0,0,-1.00058825,0,0,0,0,0
1.99,0,0,0,0,0,0,-0.466732472,0,0,0,0,0,-0.914185895,0,0,0,0,0,-1.076833765,0,0,0,0,0
2,0,0,0,0,0,0,-0.466828435,0,0,0,0,0,-0.95688987,0,0,0,0,0,-1.15307928,0,0,0,0,0
2.01,0,0,0,0,0,0,-0.445383394,0,0,0,0,0,-0.959482158,0,0,0,0,0,-1.19563649,0,0,0,0,0
2.02,0,0,0,0,0,0,-0.423938354,0,0,0,0,0,-0.962074447,0,0,0,0,0,-1.2381937,0,0,0,0,0
2.03,0,0,0,0,0,0,-0.389706136,0,0,0,0,0,-0.9285453,0,0,0,0,0,-1.240313255,0,0,0,0,0
2.04,0,0,0,0,0,0,-0.355473919,0,0,0,0,0,-0.895016153,0,0,0,0,0,-1.24243281,0,0,0,0,0
2.05,0,0,0,0,0,0,-0.319540704,0,0,0,0,0,-0.837521183,0,0,0,0,0,-1.20521654,0,0,0,0,0
2.06,0,0,0,0,0,0,-0.283607489,0,0,0,0,0,-0.780026212,0,0,0,0,0,-1.16800027,0,0,0,0,0
2.07,0,0,0,0,0,0,-0.255701637,0,0,0,0,0,-0.714418267,0,0,0,0,0,-1.09979269,0,0,0,0,0
2.08,0,0,0,0,0,0,-0.227795784,0,0,0,0,0,-0.648810321,0,0,0,0,0,-1.03158511,0,0,0,0,0
2.09,0,0,0,0,0,0,-0.211697926,0,0,0,0,0,-0.587565246,0,0,0,0,0,-0.943559805,0,0,0,0,0
