#BaseShapeInfo
Story,3
Zlebe,0,300,600,900
#MassCenter
MC   ,1,750,600
MC   ,2,750,600
MC   ,3,750,600

#Resp_Result
質点数, 3, 出力時間刻み(s), 0.01, ダンパー数, 0,出力単位, cm-rad,基礎変位含まない
Time(s),DX_1,DY_1,θZ_1,AX_1,AY_1,AX_2,DX_2,AY_2,DY_2,AθZ_2,DθZ_2,AX_3,DX_3,AY_3,DY_3,AθZ_3,DθZ_3,AX_R,DX_R,AY_R,DY_R,AθZ_R,DθZ_R,Extra_1
33.68,0,0,0,0,0,0,1.739717588,0,0,0,0,0,3.56697513,0,0,0,0,0,4.771768826,0,0,0,0,0
33.69,0,0,0,0,0,0,1.719666893,0,0,0,0,0,3.536521625,0,0,0,0,0,4.751204906,0,0,0,0,0
33.7,0,0,0,0,0,0,1.687559634,0,0,0,0,0,3.475123983,0,0,0,0,0,4.682722345,0,0,0,0,0
33.71,0,0,0,0,0,0,1.649527754,0,0,0,0,0,3.398520328,0,0,0,0,0,4.590692465,0,0,0,0,0
33.72,0,0,0,0,0,0,1.596599868,0,0,0,0,0,3.288968844,0,0,0,0,0,4.449610427,0,0,0,0,0
33.73,0,0,0,0,0,0,1.536352053,0,0,0,0,0,3.163226729,0,0,0,0,0,4.284424057,0,0,0,0,0
33.74,0,0,0,0,0,0,1.462570905,0,0,0,0,0,3.006713244,0,0,0,0,0,4.074779451,0,0,0,0,0
33.75,0,0,0,0,0,0,1.38213945,0,0,0,0,0,2.835078644,0,0,0,0,0,3.843287976,0,0,0,0,0
33.76,0,0,0,0,0,0,1.292913951,0,0,0,0,0,2.639512708,0,0,0,0,0,3.577161136,0,0,0,0,0
33.77,0,0,0,0,0,0,1.199367041,0,0,0,0,0,2.432186863,0,0,0,0,0,3.294014406,0,0,0,0,0
33.78,0,0,0,0,0,0,1.099711258,0,0,0,0,0,2.20732122,0,0,0,0,0,2.985710107,0,0,0,0,0
33.79,0,0,0,0,0,0,0.997053561,0,0,0,0,0,1.973836485,0,0,0,0,0,2.665043327,0,0,0,0,0
33.8,0,0,0,0,0,0,0.889100056,0,0,0,0,0,1.727944496,0,0,0,0,0,2.327509543,0,0,0,0,0
33.81,0,0,0,0,0,0,0.77854418,0,0,0,0,0,1.475955556,0,0,0,0,0,1.981687278,0,0,0,0,0
33.82,0,0,0,0,0,0,0.665247645,0,0,0,0,0,1.21837161,0,0,0,0,0,1.62892554,0,0,0,0,0
33.83,0,0,0,0,0,0,0.550604343,0,0,0,0,0,0.958038266,0,0,0,0,0,1.27275373,0,0,0,0,0
33.84,0,0,0,0,0,0,0.437664418,0,0,0,0,0,0.700880751,0,0,0,0,0,0.921262188,0,0,0,0,0
33.85,0,0,0,0,0,0,0.325561536,0,0,0,0,0,0.445283845,0,0,0,0,0,0.572070539,0,0,0,0,0
33.86,0,0,0,0,0,0,0.217187191,0,0,0,0,0,0.19900716,0,0,0,0,0,0.236241266,0,0,0,0,0
33.87,0,0,0,0,0,0,0.110645057,0,0,0,0,0,-0.042689549,0,0,0,0,0,-0.093021709,0,0,0,0,0
33.88,0,0,0,0,0,0,0.006175744,0,0,0,0,0,-0.273982573,0,0,0,0,0,-0.40557687,0,0,0,0,0
33.89,0,0,0,0,0,0,-0.097274981,0,0,0,0,0,-0.500163204,0,0,0,0,0,-0.709921776,0,0,0,0,0
33.9,0,0,0,0,0,0,-0.200197613,0,0,0,0,0,-0.716852563,0,0,0,0,0,-0.996761902,0,0,0,0,0
33.91,0,0,0,0,0,0,-0.302860739,0,0,0,0,0,-0.928877892,0,0,0,0,0,-1.275000142,0,0,0,0,0
33.92,0,0,0,0,0,0,-0.403360497,0,0,0,0,0,-1.130509962,0,0,0,0,0,-1.534214026,0,0,0,0,0
33.93,0,0,0,0,0,0,-0.50279717,0,0,0,0,0,-1.327034763,0,0,0,0,0,-1.784079301,0,0,0,0,0
33.94,0,0,0,0,0,0,-0.595072026,0,0,0,0,0,-1.508610272,0,0,0,0,0,-2.011103538,0,0,0,0,0
33.95,0,0,0,0,0,0,-0.683827551,0,0,0,0,0,-1.682839667,0,0,0,0,0,-2.226903643,0,0,0,0,0
33.96,0,0,0,0,0,0,-0.76094874,0,0,0,0,0,-1.836762764,0,0,0,0,0,-2.416153299,0,0,0,0,0
33.97,0,0,0,0,0,0,-0.832352792,0,0,0,0,0,-1.980707304,0,0,0,0,0,-2.592356009,0,0,0,0,0
33.98,0,0,0,0,0,0,-0.891894715,0,0,0,0,0,-2.102551281,0,0,0,0,0,-2.741781906,0,0,0,0,0
33.99,0,0,0,0,0,0,-0.945607563,0,0,0,0,0,-2.213534996,0,0,0,0,0,-2.878049621,0,0,0,0,0
34,0,0,0,0,0,0,-0.988861962,0,0,0,0,0,-2.302827129,0,0,0,0,0,-2.988680768,0,0,0,0,0
34.01,0,0,0,0,0,0,-1.026977057,0,0,0,0,0,-2.381459974,0,0,0,0,0,-3.086714053,0,0,0,0,0
34.02,0,0,0,0,0,0,-1.054717686,0,0,0,0,0,-2.438349782,0,0,0,0,0,-3.158908347,0,0,0,0,0
34.03,0,0,0,0,0,0,-1.077360281,0,0,0,0,0,-2.484555017,0,0,0,0,0,-3.218405307,0,0,0,0,0
34.04,0,0,0,0,0,0,-1.090487122,0,0,0,0,0,-2.510361719,0,0,0,0,0,-3.252749408,0,0,0,0,0
34.05,0,0,0,0,0,0,-1.098937902,0,0,0,0,0,-2.526144539,0,0,0,0,0,-3.274733343,0,0,0,0,0
34.06,0,0,0,0,0,0,-1.098766963,0,0,0,0,0,-2.523334244,0,0,0,0,0,-3.272661297,0,0,0,0,0
34.07,0,0,0,0,0,0,-1.094359293,0,0,0,0,0,-2.511387254,0,0,0,0,0,-3.258768092,0,0,0,0,0
34.08,0,0,0,0,0,0,-1.081739076,0,0,0,0,0,-2.482255005,0,0,0,0,0,-3.221861559,0,0,0,0,0
34.09,0,0,0,0,0,0,-1.065083196,0,0,0,0,0,-2.444677885,0,0,0,0,0,-3.173646229,0,0,0,0,0
34.1,0,0,0,0,0,0,-1.043774325,0,0,0,0,0,-2.394852237,0,0,0,0,0,-3.107463856,0,0,0,0,0
34.11,0,0,0,0,0,0,-1.020178965,0,0,0,0,0,-2.339007637,0,0,0,0,0,-3.032452441,0,0,0,0,0
34.12,0,0,0,0,0,0,-0.99553737,0,0,0,0,0,-2.276823198,0,0,0,0,0,-2.946020819,0,0,0,0,0
34.13,0,0,0,0,0,0,-0.970381653,0,0,0,0,0,-2.211523348,0,0,0,0,0,-2.853977284,0,0,0,0,0
34.14,0,0,0,0,0,0,-0.943052521,0,0,0,0,0,-2.14120237,0,0,0,0,0,-2.753187268,0,0,0,0,0
34.15,0,0,0,0,0,0,-0.914655369,0,0,0,0,0,-2.068414,0,0,0,0,0,-2.648099213,0,0,0,0,0
34.16,0,0,0,0,0,0,-0.881733784,0,0,0,0,0,-1.989610297,0,0,0,0,0,-2.535240661,0,0,0,0,0
34.17,0,0,0,0,0,0,-0.846588884,0,0,0,0,0,-1.907850647,0,0,0,0,0,-2.418563671,0,0,0,0,0
34.18,0,0,0,0,0,0,-0.807353914,0,0,0,0,0,-1.820856674,0,0,0,0,0,-2.296855818,0,0,0,0,0
34.19,0,0,0,0,0,0,-0.766109074,0,0,0,0,0,-1.731290544,0,0,0,0,0,-2.172675788,0,0,0,0,0
34.2,0,0,0,0,0,0,-0.722857534,0,0,0,0,0,-1.638836333,0,0,0,0,0,-2.047117528,0,0,0,0,0
34.21,0,0,0,0,0,0,-0.678619896,0,0,0,0,0,-1.544962913,0,0,0,0,0,-1.920882003,0,0,0,0,0
34.22,0,0,0,0,0,0,-0.632880436,0,0,0,0,0,-1.449193884,0,0,0,0,0,-1.794755751,0,0,0,0,0
34.23,0,0,0,0,0,0,-0.586402977,0,0,0,0,0,-1.352493349,0,0,0,0,0,-1.668683196,0,0,0,0,0
34.24,0,0,0,0,0,0,-0.538174484,0,0,0,0,0,-1.254022809,0,0,0,0,0,-1.542727085,0,0,0,0,0
34.25,0,0,0,0,0,0,-0.48908553,0,0,0,0,0,-1.154682484,0,0,0,0,0,-1.416828195,0,0,0,0,0
34.26,0,0,0,0,0,0,-0.439729941,0,0,0,0,0,-1.055363765,0,0,0,0,0,-1.292322974,0,0,0,0,0
34.27,0,0,0,0,0,0,-0.390243327,0,0,0,0,0,-0.956055663,0,0,0,0,0,-1.168502604,0,0,0,0,0
34.28,0,0,0,0,0,0,-0.342742524,0,0,0,0,0,-0.859655956,0,0,0,0,0,-1.048291023,0,0,0,0,0
34.29,0,0,0,0,0,0,-0.296217554,0,0,0,0,0,-0.76468544,0,0,0,0,0,-0.92985281,0,0,0,0,0
34.3,0,0,0,0,0,0,-0.25262224,0,0,0,0,0,-0.674493921,0,0,0,0,0,-0.816407353,0,0,0,0,0
34.31,0,0,0,0,0,0,-0.210466564,0,0,0,0,0,-0.58665081,0,0,0,0,0,-0.705415346,0,0,0,0,0
34.32,0,0,0,0,0,0,-0.17075715,0,0,0,0,0,-0.503842985,0,0,0,0,0,-0.59964091,0,0,0,0,0
34.33,0,0,0,0,0,0,-0.132249834,0,0,0,0,0,-0.423509509,0,0,0,0,0,-0.496430399,0,0,0,0,0
34.34,0,0,0,0,0,0,-0.095824347,0,0,0,0,0,-0.34812196,0,0,0,0,0,-0.398754854,0,0,0,0,0
34.35,0,0,0,0,0,0,-0.060421874,0,0,0,0,0,-0.27516485,0,0,0,0,0,-0.303799203,0,0,0,0,0
34.36,0,0,0,0,0,0,-0.027619237,0,0,0,0,0,-0.207700831,0,0,0,0,0,-0.215516339,0,0,0,0,0
34.37,0,0,0,0,0,0,0.003905836,0,0,0,0,0,-0.142936127,0,0,0,0,0,-0.130512496,0,0,0,0,0
34.38,0,0,0,0,0,0,0.030736489,0,0,0,0,0,-0.086118571,0,0,0,0,0,-0.055148036,0,0,0,0,0
34.39,0,0,0,0,0,0,0.055260294,0,0,0,0,0,-0.03320626,0,0,0,0,0,0.015479611,0,0,0,0,0
34.4,0,0,0,0,0,0,0.073040915,0,0,0,0,0,0.008620666,0,0,0,0,0,0.072936975,0,0,0,0,0
34.41,0,0,0,0,0,0,0.087507922,0,0,0,0,0,0.045000212,0,0,0,0,0,0.123922433,0,0,0,0,0
34.42,0,0,0,0,0,0,0.095277098,0,0,0,0,0,0.068904818,0,0,0,0,0,0.159874636,0,0,0,0,0
34.43,0,0,0,0,0,0,0.099754947,0,0,0,0,0,0.086679213,0,0,0,0,0,0.188439467,0,0,0,0,0
34.44,0,0,0,0,0,0,0.099632096,0,0,0,0,0,0.093213768,0,0,0,0,0,0.202495641,0,0,0,0,0
34.45,0,0,0,0,0,0,0.097248451,0,0,0,0,0,0.094225043,0,0,0,0,0,0.20942223,0,0,0,0,0
34.46,0,0,0,0,0,0,0.093507251,0,0,0,0,0,0.087708601,0,0,0,0,0,0.204759287,0,0,0,0,0
34.47,0,0,0,0,0,0,0.089098945,0,0,0,0,0,0.077493023,0,0,0,0,0,0.194401223,0,0,0,0,0
34.48,0,0,0,0,0,0,0.086202204,0,0,0,0,0,0.06454286,0,0,0,0,0,0.17682829,0,0,0,0,0
34.49,0,0,0,0,0,0,0.084048251,0,0,0,0,0,0.050248915,0,0,0,0,0,0.155709955,0,0,0,0,0
34.5,0,0,0,0,0,0,0.083064259,0,0,0,0,0,0.035375085,0,0,0,0,0,0.130008951,0,0,0,0,0
34.51,0,0,0,0,0,0,0.082655189,0,0,0,0,0,0.020216297,0,0,0,0,0,0.102056014,0,0,0,0,0
34.52,0,0,0,0,0,0,0.079200886,0,0,0,0,0,0.001698762,0,0,0,0,0,0.068280985,0,0,0,0,0
34.53,0,0,0,0,0,0,0.074250151,0,0,0,0,0,-0.018469269,0,0,0,0,0,0.031644969,0,0,0,0,0
34.54,0,0,0,0,0,0,0.062197704,0,0,0,0,0,-0.046636274,0,0,0,0,0,-0.013403425,0,0,0,0,0
34.55,0,0,0,0,0,0,0.046655463,0,0,0,0,0,-0.078733991,0,0,0,0,0,-0.062585679,0,0,0,0,0
34.56,0,0,0,0,0,0,0.022556734,0,0,0,0,0,-0.12233852,0,0,0,0,0,-0.122163127,0,0,0,0,0
34.57,0,0,0,0,0,0,-0.005746672,0,0,0,0,0,-0.17159752,0,0,0,0,0,-0.186848795,0,0,0,0,0
34.58,0,0,0,0,0,0,-0.041857309,0,0,0,0,0,-0.233842833,0,0,0,0,0,-0.263216439,0,0,0,0,0
34.59,0,0,0,0,0,0,-0.081804437,0,0,0,0,0,-0.302469646,0,0,0,0,0,-0.345324631,0,0,0,0,0
34.6,0,0,0,0,0,0,-0.126844212,0,0,0,0,0,-0.382592146,0,0,0,0,0,-0.438870261,0,0,0,0,0
34.61,0,0,0,0,0,0,-0.174386525,0,0,0,0,0,-0.46836365,0,0,0,0,0,-0.538036271,0,0,0,0,0
34.62,0,0,0,0,0,0,-0.221499549,0,0,0,0,0,-0.559359419,0,0,0,0,0,-0.64446116,0,0,0,0,0
34.63,0,0,0,0,0,0,-0.26840162,0,0,0,0,0,-0.652922402,0,0,0,0,0,-0.754453077,0,0,0,0,0
34.64,0,0,0,0,0,0,-0.309319881,0,0,0,0,0,-0.743117057,0,0,0,0,0,-0.864957529,0,0,0,0,0
34.65,0,0,0,0,0,0,-0.347297686,0,0,0,0,0,-0.83165651,0,0,0,0,0,-0.975713842,0,0,0,0,0
34.66,0,0,0,0,0,0,-0.37811674,0,0,0,0,0,-0.91149866,0,0,0,0,0,-1.082056981,0,0,0,0,0
34.67,0,0,0,0,0,0,-0.40541797,0,0,0,0,0,-0.987066938,0,0,0,0,0,-1.186231476,0,0,0,0,0
34.68,0,0,0,0,0,0,-0.427585485,0,0,0,0,0,-1.052592573,0,0,0,0,0,-1.283045923,0,0,0,0,0
34.69,0,0,0,0,0,0,-0.447230283,0,0,0,0,0,-1.113183233,0,0,0,0,0,-1.376243628,0,0,0,0,0
34.7,0,0,0,0,0,0,-0.462196946,0,0,0,0,0,-1.162309587,0,0,0,0,0,-1.457579659,0,0,0,0,0
34.71,0,0,0,0,0,0,-0.474864764,0,0,0,0,0,-1.205802357,0,0,0,0,0,-1.533086839,0,0,0,0,0
34.72,0,0,0,0,0,0,-0.481156405,0,0,0,0,0,-1.235020516,0,0,0,0,0,-1.590515474,0,0,0,0,0
34.73,0,0,0,0,0,0,-0.484314779,0,0,0,0,0,-1.257224101,0,0,0,0,0,-1.639060274,0,0,0,0,0
34.74,0,0,0,0,0,0,-0.482496587,0,0,0,0,0,-1.265932888,0,0,0,0,0,-1.667488362,0,0,0,0,0
34.75,0,0,0,0,0,0,-0.478232899,0,0,0,0,0,-1.268010303,0,0,0,0,0,-1.686031057,0,0,0,0,0
34.76,0,0,0,0,0,0,-0.472846786,0,0,0,0,0,-1.261020796,0,0,0,0,0,-1.687158673,0,0,0,0,0
34.77,0,0,0,0,0,0,-0.466909112,0,0,0,0,0,-1.249575786,0,0,0,0,0,-1.679728483,0,0,0,0,0
34.78,0,0,0,0,0,0,-0.461548241,0,0,0,0,0,-1.232596803,0,0,0,0,0,-1.658176417,0,0,0,0,0
34.79,0,0,0,0,0,0,-0.456470811,0,0,0,0,0,-1.212898413,0,0,0,0,0,-1.629684832,0,0,0,0,0
34.8,0,0,0,0,0,0,-0.450892996,0,0,0,0,0,-1.188731067,0,0,0,0,0,-1.589541513,0,0,0,0,0
34.81,0,0,0,0,0,0,-0.44506929,0,0,0,0,0,-1.162367667,0,0,0,0,0,-1.543672508,0,0,0,0,0
34.82,0,0,0,0,0,0,-0.434748913,0,0,0,0,0,-1.128731536,0,0,0,0,0,-1.486031507,0,0,0,0,0
34.83,0,0,0,0,0,0,-0.422218863,0,0,0,0,0,-1.091521571,0,0,0,0,0,-1.422605722,0,0,0,0,0
34.84,0,0,0,0,0,0,-0.401581902,0,0,0,0,0,-1.043033589,0,0,0,0,0,-1.346430514,0,0,0,0,0
34.85,0,0,0,0,0,0,-0.376961187,0,0,0,0,0,-0.989003566,0,0,0,0,0,-1.263990214,0,0,0,0,0
34.86,0,0,0,0,0,0,-0.347127911,0,0,0,0,0,-0.925843378,0,0,0,0,0,-1.17311924,0,0,0,0,0
34.87,0,0,0,0,0,0,-0.314733171,0,0,0,0,0,-0.858196607,0,0,0,0,0,-1.078105415,0,0,0,0,0
34.88,0,0,0,0,0,0,-0.284257315,0,0,0,0,0,-0.789630002,0,0,0,0,0,-0.98356985,0,0,0,0,0
34.89,0,0,0,0,0,0,-0.254724402,0,0,0,0,0,-0.720611388,0,0,0,0,0,-0.889269302,0,0,0,0,0
34.9,0,0,0,0,0,0,-0.230691481,0,0,0,0,0,-0.657482954,0,0,0,0,0,-0.802054429,0,0,0,0,0
34.91,0,0,0,0,0,0,-0.209361267,0,0,0,0,0,-0.597248967,0,0,0,0,0,-0.71832147,0,0,0,0,0
34.92,0,0,0,0,0,0,-0.193131176,0,0,0,0,0,-0.546176291,0,0,0,0,0,-0.64495307,0,0,0,0,0
34.93,0,0,0,0,0,0,-0.179407295,0,0,0,0,0,-0.499605502,0,0,0,0,0,-0.576677835,0,0,0,0,0
34.94,0,0,0,0,0,0,-0.170103201,0,0,0,0,0,-0.464133767,0,0,0,0,0,-0.521512325,0,0,0,0,0
34.95,0,0,0,0,0,0,-0.162970998,0,0,0,0,0,-0.434116129,0,0,0,0,0,-0.47278896,0,0,0,0,0
34.96,0,0,0,0,0,0,-0.160740516,0,0,0,0,0,-0.417004827,0,0,0,0,0,-0.440405559,0,0,0,0,0
34.97,0,0,0,0,0,0,-0.160918749,0,0,0,0,0,-0.406235726,0,0,0,0,0,-0.416051649,0,0,0,0,0
34.98,0,0,0,0,0,0,-0.16542536,0,0,0,0,0,-0.408034334,0,0,0,0,0,-0.409212002,0,0,0,0,0
34.99,0,0,0,0,0,0,-0.172058946,0,0,0,0,0,-0.416008739,0,0,0,0,0,-0.410978901,0,0,0,0,0
35,0,0,0,0,0,0,-0.178776266,0,0,0,0,0,-0.431052926,0,0,0,0,0,-0.425869219,0,0,0,0,0
35.01,0,0,0,0,0,0,-0.185534733,0,0,0,0,0,-0.449571217,0,0,0,0,0,-0.447208412,0,0,0,0,0
35.02,0,0,0,0,0,0,-0.188972812,0,0,0,0,0,-0.46885193,0,0,0,0,0,-0.475527713,0,0,0,0,0
35.03,0,0,0,0,0,0,-0.190779247,0,0,0,0,0,-0.488507298,0,0,0,0,0,-0.507277052,0,0,0,0,0
35.04,0,0,0,0,0,0,-0.190203744,0,0,0,0,0,-0.506535251,0,0,0,0,0,-0.542345756,0,0,0,0,0
35.05,0,0,0,0,0,0,-0.188457753,0,0,0,0,0,-0.52376349,0,0,0,0,0,-0.579045603,0,0,0,0,0
35.06,0,0,0,0,0,0,-0.185810854,0,0,0,0,0,-0.538406436,0,0,0,0,0,-0.615502918,0,0,0,0,0
35.07,0,0,0,0,0,0,-0.182721247,0,0,0,0,0,-0.551778965,0,0,0,0,0,-0.651841051,0,0,0,0,0
35.08,0,0,0,0,0,0,-0.179113992,0,0,0,0,0,-0.561593141,0,0,0,0,0,-0.683806491,0,0,0,0,0
35.09,0,0,0,0,0,0,-0.175252365,0,0,0,0,0,-0.569658737,0,0,0,0,0,-0.713623181,0,0,0,0,0
35.1,0,0,0,0,0,0,-0.170693921,0,0,0,0,0,-0.573324905,0,0,0,0,0,-0.735444402,0,0,0,0,0
35.11,0,0,0,0,0,0,-0.165793061,0,0,0,0,0,-0.574829186,0,0,0,0,0,-0.753336634,0,0,0,0,0
35.12,0,0,0,0,0,0,-0.158642333,0,0,0,0,0,-0.569843988,0,0,0,0,0,-0.759386846,0,0,0,0,0
35.13,0,0,0,0,0,0,-0.150386014,0,0,0,0,0,-0.561669848,0,0,0,0,0,-0.759617866,0,0,0,0,0
35.14,0,0,0,0,0,0,-0.138567685,0,0,0,0,0,-0.544938043,0,0,0,0,0,-0.7453572,0,0,0,0,0
35.15,0,0,0,0,0,0,-0.124998978,0,0,0,0,0,-0.524000984,0,0,0,0,0,-0.723975289,0,0,0,0,0
35.16,0,0,0,0,0,0,-0.108377377,0,0,0,0,0,-0.494407813,0,0,0,0,0,-0.688290291,0,0,0,0,0
35.17,0,0,0,0,0,0,-0.090255578,0,0,0,0,0,-0.460561009,0,0,0,0,0,-0.645576726,0,0,0,0,0
35.18,0,0,0,0,0,0,-0.068981356,0,0,0,0,0,-0.417863191,0,0,0,0,0,-0.589143402,0,0,0,0,0
35.19,0,0,0,0,0,0,-0.046158027,0,0,0,0,0,-0.370815965,0,0,0,0,0,-0.52596816,0,0,0,0,0
35.2,0,0,0,0,0,0,-0.019319729,0,0,0,0,0,-0.314302914,0,0,0,0,0,-0.449472698,0,0,0,0,0
35.21,0,0,0,0,0,0,0.009491534,0,0,0,0,0,-0.253138337,0,0,0,0,0,-0.366431654,0,0,0,0,0
35.22,0,0,0,0,0,0,0.04037199,0,0,0,0,0,-0.18525147,0,0,0,0,0,-0.273812741,0,0,0,0,0
35.23,0,0,0,0,0,0,0.072269253,0,0,0,0,0,-0.114061257,0,0,0,0,0,-0.176487244,0,0,0,0,0
35.24,0,0,0,0,0,0,0.105278631,0,0,0,0,0,-0.038600366,0,0,0,0,0,-0.072942853,0,0,0,0,0
35.25,0,0,0,0,0,0,0.138834507,0,0,0,0,0,0.038959145,0,0,0,0,0,0.033657515,0,0,0,0,0
35.26,0,0,0,0,0,0,0.178405958,0,0,0,0,0,0.124869616,0,0,0,0,0,0.149565456,0,0,0,0,0
35.27,0,0,0,0,0,0,0.220933475,0,0,0,0,0,0.214883767,0,0,0,0,0,0.270047159,0,0,0,0,0
35.28,0,0,0,0,0,0,0.273174098,0,0,0,0,0,0.317940467,0,0,0,0,0,0.403635101,0,0,0,0,0
35.29,0,0,0,0,0,0,0.33018776,0,0,0,0,0,0.427406303,0,0,0,0,0,0.543663476,0,0,0,0,0
35.3,0,0,0,0,0,0,0.393243933,0,0,0,0,0,0.547686146,0,0,0,0,0,0.694443071,0,0,0,0,0
35.31,0,0,0,0,0,0,0.459269407,0,0,0,0,0,0.673280015,0,0,0,0,0,0.850505837,0,0,0,0,0
35.32,0,0,0,0,0,0,0.524011674,0,0,0,0,0,0.80193604,0,0,0,0,0,1.010443031,0,0,0,0,0
35.33,0,0,0,0,0,0,0.58812337,0,0,0,0,0,0.932096815,0,0,0,0,0,1.172284127,0,0,0,0,0
35.34,0,0,0,0,0,0,0.644576967,0,0,0,0,0,1.055817842,0,0,0,0,0,1.329639256,0,0,0,0,0
35.35,0,0,0,0,0,0,0.697267357,0,0,0,0,0,1.176374362,0,0,0,0,0,1.484789971,0,0,0,0,0
35.36,0,0,0,0,0,0,0.741060033,0,0,0,0,0,1.28471708,0,0,0,0,0,1.629865207,0,0,0,0,0
35.37,0,0,0,0,0,0,0.780480353,0,0,0,0,0,1.38705791,0,0,0,0,0,1.769989332,0,0,0,0,0
35.38,0,0,0,0,0,0,0.813488568,0,0,0,0,0,1.475963352,0,0,0,0,0,1.897302475,0,0,0,0,0
35.39,0,0,0,0,0,0,0.843345861,0,0,0,0,0,1.558266617,0,0,0,0,0,2.018320275,0,0,0,0,0
35.4,0,0,0,0,0,0,0.867941788,0,0,0,0,0,1.62641137,0,0,0,0,0,2.122959983,0,0,0,0,0
35.41,0,0,0,0,0,0,0.88995227,0,0,0,0,0,1.6875986,0,0,0,0,0,2.219551463,0,0,0,0,0
35.42,0,0,0,0,0,0,0.906603163,0,0,0,0,0,1.734026161,0,0,0,0,0,2.296073365,0,0,0,0,0
35.43,0,0,0,0,0,0,0.920620343,0,0,0,0,0,1.773200791,0,0,0,0,0,2.362733035,0,0,0,0,0
35.44,0,0,0,0,0,0,0.928685116,0,0,0,0,0,1.797115368,0,0,0,0,0,2.406497196,0,0,0,0,0
35.45,0,0,0,0,0,0,0.933824864,0,0,0,0,0,1.813531123,0,0,0,0,0,2.439010456,0,0,0,0,0
35.46,0,0,0,0,0,0,0.936084936,0,0,0,0,0,1.818549693,0,0,0,0,0,2.45140969,0,0,0,0,0
35.47,0,0,0,0,0,0,0.936929928,0,0,0,0,0,1.817967663,0,0,0,0,0,2.45392485,0,0,0,0,0
35.48,0,0,0,0,0,0,0.940417754,0,0,0,0,0,1.813903313,0,0,0,0,0,2.444504355,0,0,0,0,0
35.49,0,0,0,0,0,0,0.945204274,0,0,0,0,0,1.808127743,0,0,0,0,0,2.429218655,0,0,0,0,0
35.5,0,0,0,0,0,0,0.949794207,0,0,0,0,0,1.79902007,0,0,0,0,0,2.403950674,0,0,0,0,0
35.51,0,0,0,0,0,0,0.954287537,0,0,0,0,0,1.788274995,0,0,0,0,0,2.373777379,0,0,0,0,0
35.52,0,0,0,0,0,0,0.950839079,0,0,0,0,0,1.767450066,0,0,0,0,0,2.330011891,0,0,0,0,0
35.53,0,0,0,0,0,0,0.94348801,0,0,0,0,0,1.741671876,0,0,0,0,0,2.279567171,0,0,0,0,0
35.54,0,0,0,0,0,0,0.926038005,0,0,0,0,0,1.702362445,0,0,0,0,0,2.215297158,0,0,0,0,0
35.55,0,0,0,0,0,0,0.903625362,0,0,0,0,0,1.656403735,0,0,0,0,0,2.144233368,0,0,0,0,0
35.56,0,0,0,0,0,0,0.871943943,0,0,0,0,0,1.595855609,0,0,0,0,0,2.060160618,0,0,0,0,0
35.57,0,0,0,0,0,0,0.835707829,0,0,0,0,0,1.528138214,0,0,0,0,0,1.969695238,0,0,0,0,0
35.58,0,0,0,0,0,0,0.790941588,0,0,0,0,0,1.445179869,0,0,0,0,0,1.86556651,0,0,0,0,0
35.59,0,0,0,0,0,0,0.741983624,0,0,0,0,0,1.354732089,0,0,0,0,0,1.754723585,0,0,0,0,0
35.6,0,0,0,0,0,0,0.686271916,0,0,0,0,0,1.250314981,0,0,0,0,0,1.629943181,0,0,0,0,0
35.61,0,0,0,0,0,0,0.627241404,0,0,0,0,0,1.139033316,0,0,0,0,0,1.498313871,0,0,0,0,0
35.62,0,0,0,0,0,0,0.564526992,0,0,0,0,0,1.01747107,0,0,0,0,0,1.35416802,0,0,0,0,0
35.63,0,0,0,0,0,0,0.500002303,0,0,0,0,0,0.890856925,0,0,0,0,0,1.203871515,0,0,0,0,0
35.64,0,0,0,0,0,0,0.434605252,0,0,0,0,0,0.758421395,0,0,0,0,0,1.043527013,0,0,0,0,0
35.65,0,0,0,0,0,0,0.368779522,0,0,0,0,0,0.623125223,0,0,0,0,0,0.878244904,0,0,0,0,0
35.66,0,0,0,0,0,0,0.303062985,0,0,0,0,0,0.485032626,0,0,0,0,0,0.705060076,0,0,0,0,0
35.67,0,0,0,0,0,0,0.237400106,0,0,0,0,0,0.345565861,0,0,0,0,0,0.527991835,0,0,0,0,0
35.68,0,0,0,0,0,0,0.172106322,0,0,0,0,0,0.205334346,0,0,0,0,0,0.345593019,0,0,0,0,0
35.69,0,0,0,0,0,0,0.106993913,0,0,0,0,0,0.064727033,0,0,0,0,0,0.160574747,0,0,0,0,0
35.7,0,0,0,0,0,0,0.041826259,0,0,0,0,0,-0.075881311,0,0,0,0,0,-0.027327471,0,0,0,0,0
35.71,0,0,0,0,0,0,-0.023368541,0,0,0,0,0,-0.216490161,0,0,0,0,0,-0.216646866,0,0,0,0,0
35.72,0,0,0,0,0,0,-0.087509192,0,0,0,0,0,-0.355128454,0,0,0,0,0,-0.404706368,0,0,0,0,0
35.73,0,0,0,0,0,0,-0.151131831,0,0,0,0,0,-0.492798411,0,0,0,0,0,-0.592146756,0,0,0,0,0
35.74,0,0,0,0,0,0,-0.209051144,0,0,0,0,0,-0.622246309,0,0,0,0,0,-0.770084792,0,0,0,0,0
35.75,0,0,0,0,0,0,-0.264167829,0,0,0,0,0,-0.747653871,0,0,0,0,0,-0.943353352,0,0,0,0,0
